id,true,pred,conf,lime_score,lime_runtime_sec,faithfulness,sufficiency,comprehensiveness
0,entailment,entailment,0.98095703125,0.5561422881648979,18.41338199999882,0.0,0.98095703125,0.0
1,contradiction,contradiction,0.99658203125,0.4958553230236822,26.988763400004245,0.00146484375,0.25390625,0.00146484375
2,contradiction,entailment,0.55419921875,0.5608808798212439,36.88628599999356,0.12353515625,0.72509765625,0.12353515625
3,contradiction,contradiction,0.68701171875,0.6726561481412813,21.94653929999913,0.5625,0.4169921875,0.5625
4,contradiction,contradiction,0.9306640625,0.4114685528529568,36.894670800014865,0.03173828125,0.0220184326171875,0.03173828125
5,neutral,entailment,0.9912109375,0.6015891524989894,26.8748607999878,0.0126953125,0.89794921875,0.0126953125
6,neutral,entailment,0.98583984375,0.8226020327899355,29.30580249999184,0.1064453125,0.80908203125,0.1064453125
7,neutral,contradiction,0.6220703125,0.28258119903358303,28.373814399994444,0.43603515625,0.0867919921875,0.43603515625
8,contradiction,contradiction,0.98974609375,0.3700967382357102,21.980026899982477,0.0,0.98974609375,0.0
9,entailment,entailment,0.9853515625,0.6347527608835868,35.702081700001145,0.29150390625,0.6484375,0.29150390625
10,neutral,neutral,0.99609375,0.73926025385462,38.470393999974476,0.37939453125,0.8583984375,0.37939453125
11,entailment,entailment,0.978515625,0.6195700516918852,26.856468300014967,0.13427734375,0.93505859375,0.13427734375
12,entailment,entailment,0.98779296875,0.6620354764998808,33.28886390000116,0.0556640625,0.8818359375,0.0556640625
13,entailment,entailment,0.9912109375,0.611833609871997,36.899992899998324,0.04248046875,0.86328125,0.04248046875
14,neutral,neutral,0.9970703125,0.7520785474098814,34.563389000017196,0.97314453125,0.92822265625,0.97314453125
15,entailment,entailment,0.99072265625,0.5950178698642488,48.4594563000137,0.08935546875,0.818359375,0.08935546875
16,entailment,entailment,0.97314453125,0.7555037934478215,47.28239320000284,0.0,0.0,0.0
17,entailment,entailment,0.98681640625,0.9617586963936013,26.986262500024168,0.0,0.0,0.0
18,entailment,entailment,0.9599609375,0.5351558424640042,26.954993499995908,0.1962890625,0.904296875,0.1962890625
19,neutral,contradiction,0.9443359375,0.4975473664456245,25.81191280001076,-0.0498046875,0.947265625,-0.0498046875
20,contradiction,contradiction,0.9990234375,0.5970228976441279,30.964406400016742,0.39111328125,0.99560546875,0.39111328125
21,neutral,neutral,0.99755859375,0.6707230898066772,29.455720900004962,0.0009765625,0.395751953125,0.0009765625
22,entailment,entailment,0.97509765625,0.6693376078959841,39.757348899991484,0.533203125,0.97607421875,0.533203125
23,contradiction,contradiction,0.9990234375,0.45533285358651965,38.621405599988066,0.9912109375,0.99609375,0.9912109375
24,entailment,entailment,0.97216796875,0.6994565240001562,32.211313899984816,0.04150390625,0.9140625,0.04150390625
25,neutral,contradiction,0.6923828125,0.7267013476139522,69.04632809999748,0.5087890625,0.99609375,0.5087890625
26,contradiction,contradiction,0.93701171875,0.5072413744119743,38.60568549999152,0.06982421875,0.143310546875,0.06982421875
27,neutral,contradiction,0.9189453125,0.6892071881865746,40.68520209999406,0.908203125,0.77587890625,0.908203125
28,neutral,entailment,0.96484375,0.6156781202107333,28.49153159998241,0.08154296875,0.8115234375,0.08154296875
29,neutral,neutral,0.99755859375,0.8832629124342766,30.944652200007113,0.01220703125,0.054443359375,0.01220703125
